;RaumeinheitSort;Raumeinheit;GliederungSort;Gliederung;Zimmer;GemeinnuetzigSort;GemeinnuetzigLang;EinheitSort;EinheitLang;mean;Grundgesamtheit;Sample1;Sample2
1220;3;Quartiergruppen;61;Unterstrass;2;2;Nicht gemeinnützig;1;Wohnung;1667.0;1710;278;41
1221;3;Quartiergruppen;63;Oberstrass;2;2;Nicht gemeinnützig;1;Wohnung;1863.0;868;71;35
1222;3;Quartiergruppen;78;Fluntern und Hottingen;2;2;Nicht gemeinnützig;1;Wohnung;1892.0;1385;154;78
1223;3;Quartiergruppen;79;Hirslanden und Witikon;2;2;Nicht gemeinnützig;1;Wohnung;1695.0;1266;240;68
1224;3;Quartiergruppen;80;Kreis 8;2;2;Nicht gemeinnützig;1;Wohnung;2068.0;2213;480;113
1225;3;Quartiergruppen;91;Albisrieden;2;2;Nicht gemeinnützig;1;Wohnung;1783.0;1704;343;38
1226;3;Quartiergruppen;92;Altstetten;2;2;Nicht gemeinnützig;1;Wohnung;1715.0;3611;481;43
1227;3;Quartiergruppen;101;Höngg;2;2;Nicht gemeinnützig;1;Wohnung;1682.0;1459;288;34
1228;3;Quartiergruppen;102;Wipkingen;2;2;Nicht gemeinnützig;1;Wohnung;1780.0;1339;139;38
1229;3;Quartiergruppen;111;Affoltern;2;2;Nicht gemeinnützig;1;Wohnung;1518.0;1283;331;37
1230;3;Quartiergruppen;115;Oerlikon;2;2;Nicht gemeinnützig;1;Wohnung;1744.0;2522;476;46
1231;3;Quartiergruppen;119;Seebach;2;2;Nicht gemeinnützig;1;Wohnung;1532.0;1857;377;40
1232;3;Quartiergruppen;123;Hirzenbach;2;2;Nicht gemeinnützig;1;Wohnung;1542.0;676;278;16
1233;3;Quartiergruppen;129;Saatlen und Schwamendingen-Mitte;2;2;Nicht gemeinnützig;1;Wohnung;1424.0;1037;148;49
1234;3;Quartiergruppen;0;Ganze Stadt;3;2;Nicht gemeinnützig;1;Wohnung;2062.0;51225;8720;1311
1235;3;Quartiergruppen;10;Kreis 1;3;2;Nicht gemeinnützig;1;Wohnung;2853.0;635;74;111
1236;3;Quartiergruppen;20;Kreis 2;3;2;Nicht gemeinnützig;1;Wohnung;2332.0;3833;821;104
1237;3;Quartiergruppen;34;Sihlfeld;3;2;Nicht gemeinnützig;1;Wohnung;1948.0;3780;370;45
1238;3;Quartiergruppen;39;Alt-Wiedikon und Friesenberg;3;2;Nicht gemeinnützig;1;Wohnung;1983.0;3121;552;69
1239;3;Quartiergruppen;44;Hard;3;2;Nicht gemeinnützig;1;Wohnung;1905.0;1339;173;39
1240;3;Quartiergruppen;49;Werd und Langstrasse;3;2;Nicht gemeinnützig;1;Wohnung;2170.0;2734;460;83
1241;3;Quartiergruppen;50;Kreis 5;3;2;Nicht gemeinnützig;1;Wohnung;2350.0;1904;416;67
1242;3;Quartiergruppen;61;Unterstrass;3;2;Nicht gemeinnützig;1;Wohnung;2114.0;2508;379;45
1243;3;Quartiergruppen;63;Oberstrass;3;2;Nicht gemeinnützig;1;Wohnung;2423.0;966;64;44
1244;3;Quartiergruppen;78;Fluntern und Hottingen;3;2;Nicht gemeinnützig;1;Wohnung;2669.0;1864;229;86
1245;3;Quartiergruppen;79;Hirslanden und Witikon;3;2;Nicht gemeinnützig;1;Wohnung;1956.0;2465;391;74
1246;3;Quartiergruppen;80;Kreis 8;3;2;Nicht gemeinnützig;1;Wohnung;2533.0;2773;474;128
1247;3;Quartiergruppen;91;Albisrieden;3;2;Nicht gemeinnützig;1;Wohnung;1985.0;2292;383;35
1248;3;Quartiergruppen;92;Altstetten;3;2;Nicht gemeinnützig;1;Wohnung;1893.0;4332;629;62
1249;3;Quartiergruppen;101;Höngg;3;2;Nicht gemeinnützig;1;Wohnung;2036.0;2672;608;43
1250;3;Quartiergruppen;102;Wipkingen;3;2;Nicht gemeinnützig;1;Wohnung;1905.0;2284;313;43
1251;3;Quartiergruppen;111;Affoltern;3;2;Nicht gemeinnützig;1;Wohnung;1749.0;2359;636;37
1252;3;Quartiergruppen;115;Oerlikon;3;2;Nicht gemeinnützig;1;Wohnung;2009.0;3418;563;48
1253;3;Quartiergruppen;119;Seebach;3;2;Nicht gemeinnützig;1;Wohnung;1877.0;3013;603;54
1254;3;Quartiergruppen;123;Hirzenbach;3;2;Nicht gemeinnützig;1;Wohnung;1587.0;1261;401;30
1255;3;Quartiergruppen;129;Saatlen und Schwamendingen-Mitte;3;2;Nicht gemeinnützig;1;Wohnung;1630.0;1672;181;64
1256;3;Quartiergruppen;0;Ganze Stadt;4;2;Nicht gemeinnützig;1;Wohnung;2568.0;25972;4563;1107
1257;3;Quartiergruppen;10;Kreis 1;4;2;Nicht gemeinnützig;1;Wohnung;3386.0;323;27;80
1258;3;Quartiergruppen;20;Kreis 2;4;2;Nicht gemeinnützig;1;Wohnung;2892.0;2285;462;115
1259;3;Quartiergruppen;34;Sihlfeld;4;2;Nicht gemeinnützig;1;Wohnung;2459.0;963;70;45
1260;3;Quartiergruppen;39;Alt-Wiedikon und Friesenberg;4;2;Nicht gemeinnützig;1;Wohnung;2554.0;1337;199;62
1261;3;Quartiergruppen;44;Hard;4;2;Nicht gemeinnützig;1;Wohnung;2317.0;359;71;26
1262;3;Quartiergruppen;49;Werd und Langstrasse;4;2;Nicht gemeinnützig;1;Wohnung;2587.0;1124;114;60
1263;3;Quartiergruppen;50;Kreis 5;4;2;Nicht gemeinnützig;1;Wohnung;2679.0;965;189;47
1264;3;Quartiergruppen;61;Unterstrass;4;2;Nicht gemeinnützig;1;Wohnung;2667.0;1465;263;54
1265;3;Quartiergruppen;63;Oberstrass;4;2;Nicht gemeinnützig;1;Wohnung;2920.0;888;48;43
1266;3;Quartiergruppen;78;Fluntern und Hottingen;4;2;Nicht gemeinnützig;1;Wohnung;3112.0;1664;157;79
1267;3;Quartiergruppen;79;Hirslanden und Witikon;4;2;Nicht gemeinnützig;1;Wohnung;2553.0;1677;217;59
1268;3;Quartiergruppen;80;Kreis 8;4;2;Nicht gemeinnützig;1;Wohnung;3110.0;1393;166;104
1269;3;Quartiergruppen;91;Albisrieden;4;2;Nicht gemeinnützig;1;Wohnung;2584.0;1267;314;33
1270;3;Quartiergruppen;92;Altstetten;4;2;Nicht gemeinnützig;1;Wohnung;2432.0;1761;277;34
1271;3;Quartiergruppen;101;Höngg;4;2;Nicht gemeinnützig;1;Wohnung;2485.0;1776;384;38
1272;3;Quartiergruppen;102;Wipkingen;4;2;Nicht gemeinnützig;1;Wohnung;2445.0;876;117;32
1273;3;Quartiergruppen;111;Affoltern;4;2;Nicht gemeinnützig;1;Wohnung;2067.0;1482;430;32
1274;3;Quartiergruppen;115;Oerlikon;4;2;Nicht gemeinnützig;1;Wohnung;2232.0;1669;386;46
1275;3;Quartiergruppen;119;Seebach;4;2;Nicht gemeinnützig;1;Wohnung;2237.0;1591;398;46
1276;3;Quartiergruppen;123;Hirzenbach;4;2;Nicht gemeinnützig;1;Wohnung;1942.0;539;209;30
1277;3;Quartiergruppen;129;Saatlen und Schwamendingen-Mitte;4;2;Nicht gemeinnützig;1;Wohnung;1967.0;568;65;42
1686;4;Quartiere;0;Ganze Stadt;2;0;Alle Wohnungen;1;Wohnung;1584.0;46692;13545;1742
1687;4;Quartiere;11;Rathaus;2;0;Alle Wohnungen;1;Wohnung;1840.0;704;264;42
1688;4;Quartiere;12;Hochschulen;2;0;Alle Wohnungen;1;Wohnung;1962.0;53;18;17
1689;4;Quartiere;13;Lindenhof;2;0;Alle Wohnungen;1;Wohnung;2035.0;259;83;28
1690;4;Quartiere;14;City;2;0;Alle Wohnungen;1;Wohnung;2038.0;60;20;19
1691;4;Quartiere;21;Wollishofen;2;0;Alle Wohnungen;1;Wohnung;1490.0;2193;585;74
1692;4;Quartiere;23;Leimbach;2;0;Alle Wohnungen;1;Wohnung;1526.0;518;242;23
1693;4;Quartiere;24;Enge;2;0;Alle Wohnungen;1;Wohnung;2009.0;1009;168;59
1694;4;Quartiere;31;Alt-Wiedikon;2;0;Alle Wohnungen;1;Wohnung;1570.0;2558;549;76
1695;4;Quartiere;33;Friesenberg;2;0;Alle Wohnungen;1;Wohnung;1089.0;817;544;21
1696;4;Quartiere;34;Sihlfeld;2;0;Alle Wohnungen;1;Wohnung;1516.0;2978;618;85
1697;4;Quartiere;41;Werd;2;0;Alle Wohnungen;1;Wohnung;1895.0;573;129;57
1698;4;Quartiere;42;Langstrasse;2;0;Alle Wohnungen;1;Wohnung;1783.0;1760;484;71
1699;4;Quartiere;44;Hard;2;0;Alle Wohnungen;1;Wohnung;1326.0;1742;754;89
1700;4;Quartiere;51;Gewerbeschule;2;0;Alle Wohnungen;1;Wohnung;1623.0;1126;350;62
1701;4;Quartiere;52;Escher Wyss;2;0;Alle Wohnungen;1;Wohnung;1993.0;569;276;34
1702;4;Quartiere;61;Unterstrass;2;0;Alle Wohnungen;1;Wohnung;1522.0;2327;569;53
1703;4;Quartiere;63;Oberstrass;2;0;Alle Wohnungen;1;Wohnung;1824.0;927;109;54
1704;4;Quartiere;71;Fluntern;2;0;Alle Wohnungen;1;Wohnung;1934.0;568;108;38
1705;4;Quartiere;72;Hottingen;2;0;Alle Wohnungen;1;Wohnung;1774.0;987;183;58
1706;4;Quartiere;73;Hirslanden;2;0;Alle Wohnungen;1;Wohnung;1761.0;666;115;45
1707;4;Quartiere;74;Witikon;2;0;Alle Wohnungen;1;Wohnung;1515.0;732;178;53
1708;4;Quartiere;81;Seefeld;2;0;Alle Wohnungen;1;Wohnung;2128.0;957;211;43
1709;4;Quartiere;82;Mühlebach;2;0;Alle Wohnungen;1;Wohnung;2060.0;876;283;38
1710;4;Quartiere;83;Weinegg;2;0;Alle Wohnungen;1;Wohnung;1776.0;478;74;32
1711;4;Quartiere;91;Albisrieden;2;0;Alle Wohnungen;1;Wohnung;1573.0;2542;836;63
1712;4;Quartiere;92;Altstetten;2;0;Alle Wohnungen;1;Wohnung;1590.0;4430;983;64
1713;4;Quartiere;101;Höngg;2;0;Alle Wohnungen;1;Wohnung;1518.0;1975;666;52
1714;4;Quartiere;102;Wipkingen;2;0;Alle Wohnungen;1;Wohnung;1517.0;2038;565;70
1715;4;Quartiere;111;Affoltern;2;0;Alle Wohnungen;1;Wohnung;1348.0;2023;752;67
1716;4;Quartiere;115;Oerlikon;2;0;Alle Wohnungen;1;Wohnung;1667.0;2842;696;75
1717;4;Quartiere;119;Seebach;2;0;Alle Wohnungen;1;Wohnung;1445.0;2337;746;61
1718;4;Quartiere;121;Saatlen;2;0;Alle Wohnungen;1;Wohnung;1182.0;596;398;30
1719;4;Quartiere;122;Schwamendingen-Mitte;2;0;Alle Wohnungen;1;Wohnung;1283.0;1258;323;52
1720;4;Quartiere;123;Hirzenbach;2;0;Alle Wohnungen;1;Wohnung;1282.0;1214;666;37
1721;4;Quartiere;0;Ganze Stadt;3;0;Alle Wohnungen;1;Wohnung;1789.0;74180;23356;1908
1722;4;Quartiere;11;Rathaus;3;0;Alle Wohnungen;1;Wohnung;2391.0;490;169;40
1723;4;Quartiere;12;Hochschulen;3;0;Alle Wohnungen;1;Wohnung;2612.0;50;18;22
1724;4;Quartiere;13;Lindenhof;3;0;Alle Wohnungen;1;Wohnung;2974.0;181;54;31
1725;4;Quartiere;14;City;3;0;Alle Wohnungen;1;Wohnung;2410.0;115;31;18
1726;4;Quartiere;21;Wollishofen;3;0;Alle Wohnungen;1;Wohnung;1864.0;3345;1016;77
1727;4;Quartiere;23;Leimbach;3;0;Alle Wohnungen;1;Wohnung;1668.0;712;367;26
1728;4;Quartiere;24;Enge;3;0;Alle Wohnungen;1;Wohnung;2429.0;1512;312;62
1729;4;Quartiere;31;Alt-Wiedikon;3;0;Alle Wohnungen;1;Wohnung;1898.0;3119;593;66
1730;4;Quartiere;33;Friesenberg;3;0;Alle Wohnungen;1;Wohnung;1367.0;1326;971;36
1731;4;Quartiere;34;Sihlfeld;3;0;Alle Wohnungen;1;Wohnung;1660.0;5506;1204;76
1732;4;Quartiere;41;Werd;3;0;Alle Wohnungen;1;Wohnung;2179.0;840;188;53
1733;4;Quartiere;42;Langstrasse;3;0;Alle Wohnungen;1;Wohnung;2003.0;2402;606;61
1734;4;Quartiere;44;Hard;3;0;Alle Wohnungen;1;Wohnung;1460.0;2897;1352;58
1735;4;Quartiere;51;Gewerbeschule;3;0;Alle Wohnungen;1;Wohnung;1652.0;1985;648;48
1736;4;Quartiere;52;Escher Wyss;3;0;Alle Wohnungen;1;Wohnung;2572.0;836;399;39
1737;4;Quartiere;61;Unterstrass;3;0;Alle Wohnungen;1;Wohnung;1705.0;4213;1336;68
1738;4;Quartiere;63;Oberstrass;3;0;Alle Wohnungen;1;Wohnung;2203.0;1200;249;64
1739;4;Quartiere;71;Fluntern;3;0;Alle Wohnungen;1;Wohnung;2879.0;770;182;45
1740;4;Quartiere;72;Hottingen;3;0;Alle Wohnungen;1;Wohnung;2389.0;1301;199;76
1741;4;Quartiere;73;Hirslanden;3;0;Alle Wohnungen;1;Wohnung;1933.0;1264;194;54
1742;4;Quartiere;74;Witikon;3;0;Alle Wohnungen;1;Wohnung;1826.0;1510;337;52
1743;4;Quartiere;81;Seefeld;3;0;Alle Wohnungen;1;Wohnung;2647.0;1167;268;45
1744;4;Quartiere;82;Mühlebach;3;0;Alle Wohnungen;1;Wohnung;2436.0;1029;315;48
1745;4;Quartiere;83;Weinegg;3;0;Alle Wohnungen;1;Wohnung;2109.0;830;128;35
1746;4;Quartiere;91;Albisrieden;3;0;Alle Wohnungen;1;Wohnung;1617.0;4056;1393;75
1747;4;Quartiere;92;Altstetten;3;0;Alle Wohnungen;1;Wohnung;1646.0;6626;1838;96
1748;4;Quartiere;101;Höngg;3;0;Alle Wohnungen;1;Wohnung;1830.0;3684;1384;60
1749;4;Quartiere;102;Wipkingen;3;0;Alle Wohnungen;1;Wohnung;1659.0;3400;972;66
1750;4;Quartiere;111;Affoltern;3;0;Alle Wohnungen;1;Wohnung;1590.0;3906;1685;84
1751;4;Quartiere;115;Oerlikon;3;0;Alle Wohnungen;1;Wohnung;1904.0;3976;977;68
1752;4;Quartiere;119;Seebach;3;0;Alle Wohnungen;1;Wohnung;1702.0;4067;1363;77
1753;4;Quartiere;121;Saatlen;3;0;Alle Wohnungen;1;Wohnung;1349.0;1111;637;47
1754;4;Quartiere;122;Schwamendingen-Mitte;3;0;Alle Wohnungen;1;Wohnung;1407.0;2340;706;84
1755;4;Quartiere;123;Hirzenbach;3;0;Alle Wohnungen;1;Wohnung;1369.0;2414;1265;51
1756;4;Quartiere;0;Ganze Stadt;4;0;Alle Wohnungen;1;Wohnung;2185.0;40897;13851;1713
1757;4;Quartiere;11;Rathaus;4;0;Alle Wohnungen;1;Wohnung;2953.0;221;70;30
1758;4;Quartiere;12;Hochschulen;4;0;Alle Wohnungen;1;Wohnung;3406.0;54;18;15
1759;4;Quartiere;13;Lindenhof;4;0;Alle Wohnungen;1;Wohnung;2877.0;104;29;20
1760;4;Quartiere;14;City;4;0;Alle Wohnungen;1;Wohnung;2442.0;80;43;15
1761;4;Quartiere;21;Wollishofen;4;0;Alle Wohnungen;1;Wohnung;2232.0;1977;599;71
1762;4;Quartiere;23;Leimbach;4;0;Alle Wohnungen;1;Wohnung;1851.0;713;400;37
1763;4;Quartiere;24;Enge;4;0;Alle Wohnungen;1;Wohnung;3000.0;1030;231;58
1764;4;Quartiere;31;Alt-Wiedikon;4;0;Alle Wohnungen;1;Wohnung;2402.0;1289;276;55
1765;4;Quartiere;33;Friesenberg;4;0;Alle Wohnungen;1;Wohnung;1681.0;1286;913;57
1766;4;Quartiere;34;Sihlfeld;4;0;Alle Wohnungen;1;Wohnung;2051.0;1611;256;73
1767;4;Quartiere;41;Werd;4;0;Alle Wohnungen;1;Wohnung;2596.0;448;70;50
1768;4;Quartiere;42;Langstrasse;4;0;Alle Wohnungen;1;Wohnung;2392.0;858;124;48
1769;4;Quartiere;44;Hard;4;0;Alle Wohnungen;1;Wohnung;1741.0;890;470;49
1770;4;Quartiere;51;Gewerbeschule;4;0;Alle Wohnungen;1;Wohnung;1947.0;889;304;36
1771;4;Quartiere;52;Escher Wyss;4;0;Alle Wohnungen;1;Wohnung;2902.0;499;181;33
1772;4;Quartiere;61;Unterstrass;4;0;Alle Wohnungen;1;Wohnung;2206.0;2442;823;74
1773;4;Quartiere;63;Oberstrass;4;0;Alle Wohnungen;1;Wohnung;2705.0;1067;201;60
1774;4;Quartiere;71;Fluntern;4;0;Alle Wohnungen;1;Wohnung;3052.0;744;143;37
1775;4;Quartiere;72;Hottingen;4;0;Alle Wohnungen;1;Wohnung;2964.0;1094;147;71
1776;4;Quartiere;73;Hirslanden;4;0;Alle Wohnungen;1;Wohnung;2386.0;763;79;45
1777;4;Quartiere;74;Witikon;4;0;Alle Wohnungen;1;Wohnung;2443.0;1161;240;49
1778;4;Quartiere;81;Seefeld;4;0;Alle Wohnungen;1;Wohnung;3088.0;549;121;39
1779;4;Quartiere;82;Mühlebach;4;0;Alle Wohnungen;1;Wohnung;3088.0;576;188;31
1780;4;Quartiere;83;Weinegg;4;0;Alle Wohnungen;1;Wohnung;2399.0;512;91;34
1781;4;Quartiere;91;Albisrieden;4;0;Alle Wohnungen;1;Wohnung;2151.0;2273;841;67
1782;4;Quartiere;92;Altstetten;4;0;Alle Wohnungen;1;Wohnung;2045.0;3054;973;62
1783;4;Quartiere;101;Höngg;4;0;Alle Wohnungen;1;Wohnung;2213.0;2593;994;62
1784;4;Quartiere;102;Wipkingen;4;0;Alle Wohnungen;1;Wohnung;2082.0;1399;379;63
1785;4;Quartiere;111;Affoltern;4;0;Alle Wohnungen;1;Wohnung;1801.0;2934;1353;84
1786;4;Quartiere;115;Oerlikon;4;0;Alle Wohnungen;1;Wohnung;2070.0;2132;721;61
1787;4;Quartiere;119;Seebach;4;0;Alle Wohnungen;1;Wohnung;1971.0;2444;993;82
1788;4;Quartiere;121;Saatlen;4;0;Alle Wohnungen;1;Wohnung;1520.0;1161;654;34
1789;4;Quartiere;122;Schwamendingen-Mitte;4;0;Alle Wohnungen;1;Wohnung;1745.0;814;248;54
1790;4;Quartiere;123;Hirzenbach;4;0;Alle Wohnungen;1;Wohnung;1677.0;1236;678;57
